0.10,-0.50,-2.50,0.00
0.10,-0.60,-2.50,0.00
0.10,-0.60,-2.60,0.00
0.10,-0.60,-2.70,0.00
0.10,-0.60,-2.80,0.00
0.10,-0.60,-2.90,0.00
0.10,-0.60,-3.00,0.00
0.10,-0.60,-3.10,0.00
0.10,0.00,0.00,0.00
0.10,0.00,0.10,0.00
0.10,0.00,0.20,0.00
0.10,0.00,0.30,0.00
0.10,0.00,0.40,0.00
0.10,0.00,0.50,0.00
0.10,0.00,0.60,-0.20
0.00,0.00,0.70,-0.20
0.00,0.00,0.80,-0.40
0.00,0.00,0.90,-0.60
0.00,0.00,1.00,-0.90
-0.20,0.00,0.70,-0.50
-0.20,0.00,0.60,-0.40
-0.20,0.00,0.50,-0.30
-0.20,0.00,0.40,0.00
-0.20,0.00,0.30,0.00
-0.20,0.00,0.20,0.00
-0.20,0.00,0.10,0.00
-0.20,0.00,0.00,0.00
-0.20,0.00,-0.20,0.00
-0.20,0.00,-0.30,0.00
-0.20,0.00,-0.40,0.00
-0.20,0.00,-0.50,0.00
-0.20,0.00,-0.60,0.00
-0.20,0.00,-0.70,0.00
-0.20,0.00,-0.80,0.00
-0.20,0.00,-0.90,0.00
-0.20,0.00,-1.00,0.00
-0.20,0.00,-1.10,0.00
-0.20,0.00,-1.20,0.00
-0.20,0.00,-1.30,0.20
-0.20,0.00,-1.40,0.30
0.00,0.00,-1.50,0.40
0.00,0.00,-1.60,0.60
0.00,0.00,-1.70,0.90
0.10,0.00,-1.50,0.40
0.10,0.00,-1.40,0.40
0.10,0.00,-1.30,0.30
0.10,0.00,-1.20,0.20
0.10,-0.20,-1.10,0.00
0.10,-0.20,-1.00,0.00
0.10,-0.20,-0.90,0.00
0.10,-0.20,-0.80,0.00
0.10,-0.20,-0.70,0.00
0.10,-0.20,-0.60,0.00
0.10,-0.20,-0.50,0.00
0.10,-0.20,-0.40,0.00
0.10,-0.20,-0.30,0.00
0.10,-0.20,-0.20,0.00
0.10,-0.20,0.00,0.00
0.10,-0.20,0.10,0.00
0.10,-0.20,0.20,0.00
0.10,-0.20,0.30,0.00
0.10,-0.20,0.40,0.00
0.10,-0.20,0.50,0.00
0.10,-0.20,0.60,0.00
0.10,-0.20,0.70,0.00
0.10,-0.20,0.80,0.00
0.10,-0.20,0.90,0.00
0.10,0.00,1.00,0.00
0.10,0.00,1.10,0.00
0.10,0.00,1.20,0.00
0.10,0.00,1.30,0.00
0.10,0.00,1.40,0.00
0.10,0.00,1.50,0.00
0.10,0.00,1.60,0.00
0.10,0.00,1.70,-0.20
0.10,0.00,1.80,-0.40
0.10,0.00,1.90,-0.50
0.00,0.00,1.90,-0.50
0.00,0.00,2.00,-0.70
0.00,0.00,2.10,-0.90
0.00,0.10,1.90,-0.60
-0.20,0.10,1.90,-0.60
-0.20,0.10,1.80,-0.50
-0.20,0.10,1.70,-0.40
-0.20,0.10,1.60,-0.30
-0.20,0.10,1.50,-0.20
-0.20,0.10,1.40,0.00
-0.20,0.10,1.30,-0.20
-0.20,0.10,1.20,-0.40
-0.20,0.10,1.10,-0.50
-0.20,0.10,1.00,-0.60
-0.20,0.10,0.90,-0.40
-0.20,0.10,0.80,-0.40
-0.20,0.10,0.70,-0.30
-0.20,0.10,0.60,-0.20
-0.20,0.10,0.50,0.00
-0.20,0.10,0.40,0.00
-0.20,0.10,0.30,0.00
-0.20,0.10,0.20,0.00
-0.20,0.10,0.10,0.00
-0.20,0.10,0.00,0.00
-0.20,0.10,-0.20,0.00
-0.20,0.10,-0.30,0.00
-0.20,0.10,-0.40,0.00
-0.20,0.10,-0.50,0.00
-0.20,0.10,-0.60,0.00
-0.20,0.10,-0.70,0.00
-0.20,0.10,-0.80,0.00
-0.20,0.10,-0.90,0.00
-0.20,0.10,-1.00,0.00
-0.20,0.10,-1.10,0.00
-0.20,0.10,-1.20,0.00
-0.20,0.10,-1.30,0.00
-0.20,0.10,-1.40,0.00
-0.20,0.10,-1.50,0.00
-0.20,0.10,-1.60,0.00
-0.20,0.10,-1.70,0.00
-0.20,0.10,-1.80,0.00
-0.20,0.10,-1.90,0.00
-0.20,0.10,-2.00,0.00
-0.20,0.10,-2.10,0.00
-0.20,0.00,-2.20,0.10
-0.20,0.00,-2.30,0.20
-0.20,0.00,-2.40,0.40
-0.20,0.00,-2.50,0.40
-0.20,0.00,-2.60,0.50
-0.20,0.00,-2.70,0.70
-0.20,0.00,-2.80,0.80
0.00,0.00,-2.80,0.90
0.00,0.00,-2.90,1.00
0.00,0.00,-3.00,1.00
0.00,-0.20,-2.90,1.00
0.00,-0.20,-2.80,0.80
0.10,-0.20,-2.80,0.80
0.10,-0.20,-2.70,0.60
0.10,-0.20,-2.60,0.50
0.10,-0.20,-2.50,0.40
0.10,-0.20,-2.40,0.30
0.10,-0.20,-2.30,0.20
0.10,-0.20,-2.20,0.10
0.10,-0.30,-2.10,0.00
0.10,-0.30,-2.00,0.00
0.10,-0.30,-1.90,0.00
0.10,-0.30,-1.80,0.00
0.10,-0.30,-1.70,0.00
0.10,-0.30,-1.00,0.00
0.10,-0.30,-0.90,0.00
0.10,-0.30,-0.80,0.00
0.10,-0.30,-0.70,0.00
0.10,-0.30,-0.60,0.00
0.10,-0.30,-0.50,0.00
0.10,-0.30,-0.40,0.00
0.10,-0.30,-0.30,0.00
0.10,-0.30,-0.20,0.00
0.10,-0.30,0.00,0.00
0.10,-0.30,0.10,0.00
0.10,-0.30,0.20,0.00
0.10,-0.30,0.30,0.00
0.10,-0.30,0.40,0.00
0.10,-0.30,0.50,0.00
0.10,-0.30,0.60,0.00
0.10,-0.30,0.70,0.00
0.10,-0.30,0.80,0.00
0.10,-0.30,0.90,0.00
0.10,-0.30,1.00,0.00
0.10,-0.30,1.10,0.00
0.10,-0.30,1.20,0.00
0.10,-0.30,1.30,0.00
0.10,-0.30,1.40,0.00
0.10,-0.30,1.50,0.00
0.10,-0.30,1.60,0.00
0.10,-0.30,1.70,0.00
0.10,-0.30,1.80,0.00
0.10,-0.30,1.90,0.00
0.10,-0.30,2.00,0.00
0.10,-0.20,2.10,0.00
0.10,-0.20,2.20,-0.20
0.10,-0.20,2.30,-0.30
0.10,-0.20,2.40,-0.30
0.10,-0.20,2.50,-0.50
0.10,-0.20,2.60,-0.60
0.10,-0.20,2.70,-0.80
0.00,-0.20,2.70,-0.80
0.00,0.00,2.70,-0.90
0.00,0.00,2.80,-0.90
-0.20,0.00,2.70,-1.00
-0.20,0.00,2.60,-1.00
-0.20,0.00,2.50,-0.90
-0.20,0.00,2.40,-0.80
-0.20,0.00,2.30,-0.70
-0.20,0.00,2.20,-0.50
-0.20,0.00,2.10,-0.50
-0.20,0.10,2.10,-0.50
-0.20,0.10,2.00,-0.40
-0.20,0.00,-2.00,0.70
-0.20,0.00,-2.10,0.90
0.00,0.00,-2.10,1.00
0.00,0.00,-2.20,1.00
0.00,0.00,-2.00,0.80
0.10,0.00,-1.90,0.60
0.10,0.00,-1.80,0.50
0.10,0.00,-1.70,0.40
0.10,0.00,-1.60,0.20
0.10,0.00,-1.10,0.00
0.10,0.00,-1.00,0.00
0.10,0.00,-0.90,0.00
0.00,-0.20,0.10,-0.70
0.00,-0.20,0.20,-0.70
0.00,-0.20,0.30,-0.90
0.00,-0.20,0.00,-0.20
0.00,-0.20,-0.20,0.00
0.00,-0.20,-0.30,0.00
0.00,-0.20,-0.40,0.00
0.00,-0.20,-0.50,0.00
0.00,-0.20,-0.60,0.00
0.00,-0.20,-0.70,0.00
0.00,-0.20,-0.80,0.00
0.00,-0.20,-0.90,0.00
0.00,-0.20,-1.00,0.00
0.00,-0.20,-1.10,0.00
0.00,-0.20,-1.20,-0.20
0.00,-0.20,-1.30,-0.40
-0.20,-0.20,-1.40,-0.60
-0.20,-0.20,-1.50,-0.60
-0.20,-0.20,-1.60,-0.60
-0.20,-0.30,-1.60,-0.50
-0.20,-0.30,-1.70,0.00
-0.20,-0.30,-1.80,0.00
-0.20,-0.30,-1.90,0.10
-0.20,-0.30,-2.00,0.20
-0.20,-0.30,-2.10,0.30
-0.20,-0.30,-2.20,0.50
0.00,-0.30,-2.30,0.60
0.00,-0.30,-2.40,0.70
0.00,-0.40,-2.50,0.90
0.00,-0.40,-2.60,1.00
0.00,-0.40,-2.40,0.70
0.00,-0.40,-2.30,0.50
0.00,-0.40,-2.20,0.50
0.10,-0.40,-2.20,0.40
0.10,-0.50,-2.20,0.30
0.10,-0.50,-2.10,0.20
0.10,-0.50,-2.00,0.10
0.10,-0.50,-1.90,0.00
0.10,-0.50,-1.80,0.00
0.10,-0.50,-1.70,0.00
0.10,-0.50,-1.60,0.00
0.10,-0.50,-1.50,0.00
0.10,-0.50,-1.40,0.00
0.10,-0.50,-1.30,0.00
0.10,-0.50,-1.20,0.00
0.10,-0.50,-1.10,0.00
0.10,-0.60,-1.10,0.00
0.10,-0.60,-1.20,0.00
0.10,-0.60,-1.30,0.00
0.10,-0.60,-1.40,0.00
0.10,-0.60,-1.50,0.00
0.10,-0.60,-1.60,0.00
0.10,-0.60,-1.70,0.00
0.10,-0.60,-1.80,0.00
0.10,-0.60,-1.90,0.00
0.10,-0.60,-2.00,0.00
0.10,-0.60,-2.10,0.00
0.10,0.00,0.70,0.00
0.10,0.00,0.80,0.00
0.10,0.00,0.90,0.00
0.10,0.10,2.00,0.00
0.10,0.10,2.10,0.00
0.10,0.10,2.20,0.00
0.10,0.10,2.30,0.00
